customer_id,full_name,email,phone,city,annual_income,segment,first_name,last_name
cust103527,kabir khan,sachin.shah619@gmail.com,2238833714,poona,343457,luxury,kabir,khan
cust104849,vihaan nair,kabir.chopra482@example.com,5386873646,mumbay,370292,luxury,vihaan,nair
cust103088,aditi iyer,vivaan.singh439@outlook.com,71329134,dehli,211290,luxury,aditi,iyer
cust102878,aditi das,ishaan.gupta417@outlook.com,8039141059,mumbay,180962,luxury,aditi,das
cust103127,vivaan shah,vihaan.kulkarni680@outlook.com,7618416074,gurugrm,149417,budget,vivaan,shah
cust102360,rohan patel,vihaan.das625@yahoo.com,1822079057,hyderbad,297568,luxury,rohan,patel
cust104138,arjun nair,anita.patel498@example.com,4360174666,nodia,168099,mid,arjun,nair
cust104391,aarav kapoor,sneha.shah268@example.com,1170662385,gurugrm,69289,premium,aarav,kapoor
cust100148,aarav kapoor,kabir.das715@outlook.com,9728950441,gurgaon,137494,budget,aarav,kapoor
cust102865,vihaan reddy,sneha.das290@outlook.com,2726988945,jaipur,241504,premium,vihaan,reddy
cust102564,anaya nair,,6322020329,punna,86031,budget,anaya,nair
cust102339,aarav gupta,diya.mehta38@yahoo.com,7332274416,calcutta,263583,premium,aarav,gupta
cust101887,aarav nair,arjun.chopra284@example.com,5018383867,nodia,47932,mid,aarav,nair
cust101483,anita nair,sachin.agarwal531@example.com,400072125,surat,55362,luxury,anita,nair
cust100256,sneha gupta,diya.reddy996@yahoo.com,2948728690,ahemdabad,122897,luxury,sneha,gupta
cust103214,priya chopra,vihaan.das508@example.com,4762970028,bangalore,222818,luxury,priya,chopra
cust103173,arjun nair,sachin.agarwal901@yahoo.com,2758044025,chennnai,108259,budget,arjun,nair
cust101539,vivaan reddy,sneha.das287@outlook.com,4429303884,dehli,74698,luxury,vivaan,reddy
cust104531,kabir gupta,kabir.shah344@yahoo.com,4382038308,surat,327995,premium,kabir,gupta
cust101144,vivaan sharma,aditi.shah729@yahoo.com,5505222236,nodia,373257,luxury,vivaan,sharma
cust102244,vivaan patel,aditi.shah745@yahoo.com,5445926768,calcutta,268129,mid,vivaan,patel
cust100471,sneha sharma,ishaan.iyer877@gmail.com,9678098053,mumbay,174727,mid,sneha,sharma
cust101589,priya shha,rohan.patel267@outlook.com,2502806646,hydrabad,249782,premium,priya,shha
cust102377,arjun patel,ishaan.chopra618@example.com,9964853179,delhi,147537,mid,arjun,patel
cust101353,aditi das,,9037798657,delhi,165149,luxury,aditi,das
cust102573,kabir gupta,priya.kulkarni707@outlook.com,3072836498,gurugram,200770,premium,kabir,gupta
cust104879,kabir chopra,ishaan.agarwal509@gmail.com,216902062,calcutta,80869,mid,kabir,chopra
cust102850,sachin das,priya.gupta350@yahoo.com,7123255914,ahmedabad,82177,luxury,sachin,das
cust100936,mira chopra,rahul.chopra436@yahoo.com,3160265566,bangalore,94376,luxury,mira,chopra
cust103505,diya kulkarni,sachin.kapoor932@outlook.com,9696534630,delhi,325440,mid,diya,kulkarni
cust102304,priya agarwal,priya.mehta750@gmail.com,153366445,gurugrm,97234,mid,priya,agarwal
cust101683,vihaan agarwal,aarav.kulkarni553@example.com,4321634127,bengluru,177065,premium,vihaan,agarwal
cust104741,aarav iyer,mira.agarwal138@outlook.com,3477728104,calcutta,95792,luxury,aarav,iyer
cust100013,vivaan nair,diya.chopra188@example.com,7005031708,chennai,139133,luxury,vivaan,nair
cust102485,kabir sharma,anaya.chopra518@gmail.com,9248863955,nodia,140846,premium,kabir,sharma
cust101223,priya singh,rohan.khan991@gmail.com,7571063121,surat,72275,budget,priya,singh
cust104077,diya khan,rohan.das298@gmail.com,2944116715,calcutta,113684,premium,diya,khan
cust103681,mira gupta,,3514493138,bengaluru,205158,budget,mira,gupta
cust101664,ishaan singh,rahul.patel234@outlook.com,1115893470,bengaluru,133905,premium,ishaan,singh
cust100564,ishaan nair,ishaan.gupta229@outlook.com,4465550146,hyderabad,734163,mid,ishaan,nair
cust104575,arjun agarwal,arjun.nair207@yahoo.com,8234150190,chennnai,256952,premium,arjun,agarwal
cust103024,kabir sharma,priya.gupta895@gmail.com,9665978468,kolkata,170617,mid,kabir,sharma
cust102639,sachin reddy,vivaan.singh953@outlook.com,6167519909,chennnai,443594,premium,sachin,reddy
cust104295,priya mehta,rahul.iyer755@outlook.com,3881957689,hydrabad,200969,mid,priya,mehta
cust103531,aditi kulkarni,vihaan.kulkarni888@outlook.com,2522873762,bangalore,565856,premium,aditi,kulkarni
cust101508,aditi kulkarni,sachin.nair400@yahoo.com,5382975050,poona,363990,mid,aditi,kulkarni
cust101555,ishaan mehta,sachin.mehta602@example.com,7367368374,bengluru,28469,luxury,ishaan,mehta
cust102330,aditi khan,mira.das195@outlook.com,8868477020,surat,252391,luxury,aditi,khan
cust102582,sneha singh,anita.shah823@example.com,9862682213,dehli,297288,luxury,sneha,singh
cust103623,mira mehta,arjun.kapoor458@gmail.com,1835558196,dehli,115299,mid,mira,mehta
cust101498,vivaan kulakrni,vivaan.agarwal445@example.com,3523864167,hydrabad,565587,mid,vivaan,kulakrni
cust101341,sachi nnair,vihaan.khan878@yahoo.com,8529121144,jaipur,237615,mid,sachi,nnair
cust100773,vihaan nair,kabir.iyer385@yahoo.com,6758314544,hydrabad,163914,budget,vihaan,nair
cust103859,arjun agarwal,aditi.sharma136@example.com,7700727538,chennai,429912,premium,arjun,agarwal
cust103094,vihaan singh,rohan.gupta888@example.com,9924652731,ahmedabad,96154,mid,vihaan,singh
cust102799,kabir shah,vivaan.kulkarni821@example.com,8170734365,ahmedabad,262158,mid,kabir,shah
cust100383,anita singh,aarav.gupta834@outlook.com,3999337464,dehli,92189,mid,anita,singh
cust102805,ishaan sharma,ishaan.mehta513@gmail.com,4637164537,kalkata,199619,premium,ishaan,sharma
cust102296,priya kapoor,diya.sharma98@example.com,6937434067,mumbay,127709,mid,priya,kapoor
cust100953,diya kapoor,sachin.chopra473@example.com,5369184531,kolkata,299674,premium,diya,kapoor
cust103039,anita gupta,anita.iyer93@gmail.com,6137412086,surat,132394,mid,anita,gupta
cust101758,rahul mehta,aarav.das734@yahoo.com,4127925811,calcutta,73477,premium,rahul,mehta
cust101680,anita kulkarni,sachin.agarwal515@yahoo.com,8895620473,bangalore,124985,premium,anita,kulkarni
cust102929,sneha kapoor,anaya.sharma701@yahoo.com,5392527698,jaypur,122964,mid,sneha,kapoor
cust102806,rahul singh,arjun.patel556@gmail.com,1347665536,ahmedabad,103001,premium,rahul,singh
cust101796,diya shah,rohan.kulkarni92@gmail.com,1754891327,punna,102032,budget,diya,shah
cust104694,mira reddy,vihaan.chopra734@gmail.com,69057524,calcutta,170301,premium,mira,reddy
cust104502,arjun kulkarni,,3912001100,noida,71739,premium,arjun,kulkarni
cust101112,aditi khan,arjun.kapoor971@yahoo.com,3122645146,chennai,201610,mid,aditi,khan
cust102333,aditi mehta,,2063831111,hydrabad,143729,luxury,aditi,mehta
cust104823,rohan nair,vivaan.nair919@yahoo.com,5789352982,ahmedabad,173318,premium,rohan,nair
cust101176,mira patel,diya.patel616@gmail.com,790363030,mumbaai,485583,premium,mira,patel
cust102895,sachin patel,aarav.kulkarni964@example.com,8755023556,ahmedabad,256395,luxury,sachin,patel
cust100199,sneha patel,sachin.shah552@outlook.com,5464308964,hydrabad,177769,premium,sneha,patel
cust104200,mira nair,vivaan.patel991@gmail.com,6480535515,kolkata,165125,budget,mira,nair
cust103102,ishaan sharma,vihaan.sharma907@outlook.com,8528534710,kolkata,99476,budget,ishaan,sharma
cust102066,kabri iyer,aarav.khan35@example.com,6798382751,jaipur,294531,luxury,kabri,iyer
cust100904,aditi agarwal,anaya.shah878@example.com,2916325507,chennai,260315,budget,aditi,agarwal
cust104317,rahul gupta,kabir.kulkarni922@yahoo.com,1246992176,hyderbad,211639,budget,rahul,gupta
cust100030,sachin kapoor,vivaan.das893@yahoo.com,7070032723,hyderbad,104242,budget,sachin,kapoor
cust100187,kabir iyer,sneha.mehta131@example.com,5601824382,pune,252380,premium,kabir,iyer
cust100489,anaya singh,anita.reddy136@yahoo.com,8965181892,kalkata,178547,premium,anaya,singh
cust104073,kabir patel,vivaan.agarwal813@example.com,6398990566,surrat,272381,budget,kabir,patel
cust102069,priyap atel,vivaan.gupta567@yahoo.com,9171323589,hyderabad,228398,mid,priyap,atel
cust103794,aarav das,diya.chopra195@yahoo.com,555490973,surrat,361285,luxury,aarav,das
cust104439,diya mehta,anita.mehta157@yahoo.com,2112955274,mumbay,64117,mid,diya,mehta
cust101028,arjun iyer,ishaan.reddy72@yahoo.com,2103996746,bengluru,216239,premium,arjun,iyer
cust100289,anaya shah,kabir.reddy363@example.com,3561606024,nodia,276906,budget,anaya,shah
cust104459,diya shah,ishaan.das820@example.com,3058919599,bengluru,76853,mid,diya,shah
cust103960,vivaan nair,ishaan.kapoor221@yahoo.com,5142993957,chennnai,186705,premium,vivaan,nair
cust101009,aditi khan,anaya.kulkarni27@example.com,5283974018,chennai,87642,budget,aditi,khan
cust102881,vihaan kulkarni,anaya.kulkarni766@yahoo.com,1734140161,ahemdabad,255220,premium,vihaan,kulkarni
cust104167,aarav kulkarni,sneha.kulkarni489@gmail.com,5428477914,gurugram,137455,budget,aarav,kulkarni
cust104944,mira shah,sachin.chopra642@example.com,917473439,mumbai,166746,mid,mira,shah
cust100400,kabir gupta,rohan.chopra569@example.com,9023141854,bangalore,157000,budget,kabir,gupta
cust102844,anita iyer,rohan.kapoor63@example.com,703606769,gurgaon,86591,budget,anita,iyer
cust101179,sneha das,,8092174752,chennai,212948,premium,sneha,das
cust102167,kabir das,rohan.agarwal502@example.com,1916833397,mumbaai,251368,luxury,kabir,das
cust100912,rahu lmehta,sneha.chopra318@example.com,15575966,gurgaon,147126,premium,rahu,lmehta
cust102368,aarav reddy,anita.shah976@example.com,2631789310,mumbaai,81116,premium,aarav,reddy
cust100466,kbair patel,arjun.mehta112@example.com,6494501187,bengaluru,172475,premium,kbair,patel
cust103559,rahul chopra,anaya.shah15@gmail.com,2293364000,noida,131999,luxury,rahul,chopra
cust103412,mira sharma,aarav.kapoor914@example.com,9533234694,kolkata,135891,budget,mira,sharma
cust100956,arjun gupta,ishaan.patel250@yahoo.com,9472744994,chennai,414405,mid,arjun,gupta
cust100785,rahul das,arjun.singh305@yahoo.com,9222313599,ahmedabad,63755,budget,rahul,das
cust101854,anaya gupta,,2664838211,mumbaai,57754,luxury,anaya,gupta
cust101707,sneha sharma,vivaan.gupta13@yahoo.com,9735645696,nodia,299371,premium,sneha,sharma
cust100837,kabir singh,arjun.iyer177@outlook.com,6308407876,mumbaai,84098,budget,kabir,singh
cust102778,aarav patel,,9120908458,mumbaai,207550,budget,aarav,patel
cust100852,rahul kapoor,kabir.kapoor131@gmail.com,2746037381,ahemdabad,402055,premium,rahul,kapoor
cust103209,kabir chopra,diya.agarwal139@example.com,8729245886,bengluru,96937,luxury,kabir,chopra
cust102942,arjun chopra,ishaan.shah441@example.com,53487676,dehli,190984,premium,arjun,chopra
cust100943,ishaan khan,sneha.mehta866@example.com,496784107,bengaluru,312607,premium,ishaan,khan
cust101878,arjun gupta,vivaan.das279@outlook.com,2445881960,hyderbad,672176,budget,arjun,gupta
cust100250,sachin das,arjun.sharma689@yahoo.com,9401462193,mumbai,147242,luxury,sachin,das
cust102716,mira kulkarni,aarav.das603@yahoo.com,5513942888,jaypur,375999,mid,mira,kulkarni
cust102518,vihaan shah,vivaan.iyer326@gmail.com,8358520440,bengluru,217926,mid,vihaan,shah
cust104853,arjun mehta,sachin.nair246@example.com,6294599986,surrat,129406,premium,arjun,mehta
cust103609,arjun gupta,vihaan.iyer375@outlook.com,1375581929,gurugrm,113413,budget,arjun,gupta
cust103887,anita iyer,rahul.kapoor36@outlook.com,8485549974,surat,212544,luxury,anita,iyer
cust101210,kabir singh,sachin.reddy551@outlook.com,6115522141,ahemdabad,112165,luxury,kabir,singh
cust103967,aarav sharma,rahul.singh58@example.com,9808594391,gurugrm,354882,luxury,aarav,sharma
cust103348,aditi nair,rahul.singh599@gmail.com,5511665925,bengaluru,180787,luxury,aditi,nair
cust104146,priya uklkarni,vihaan.nair254@yahoo.com,8327470315,chennnai,127633,budget,priya,uklkarni
cust101196,rahul sharma,mira.singh571@yahoo.com,149457839,surrat,117197,luxury,rahul,sharma
cust103443,mira patel,diya.singh120@yahoo.com,6004288455,hyderabad,159806,budget,mira,patel
cust101264,anaya reddy,sachin.kulkarni177@yahoo.com,5223799296,poona,99866,budget,anaya,reddy
cust104867,rohan singh,rahul.singh855@gmail.com,5083858341,calcutta,168039,premium,rohan,singh
cust101820,sneha gupta,priya.kulkarni65@yahoo.com,818513461,mumbaai,70148,budget,sneha,gupta
cust103330,aarav patel,priya.kapoor45@yahoo.com,258415647,jaypur,284903,budget,aarav,patel
cust103894,anita das,vivaan.iyer394@gmail.com,1005276145,kalkata,383300,luxury,anita,das
cust104052,aarav singh,aarav.das770@yahoo.com,1866550784,chennai,244004,luxury,aarav,singh
cust100124,rahul khan,,9614324079,chennai,155517,mid,rahul,khan
cust102055,ishaan agarwal,vihaan.mehta271@gmail.com,224537884,surrat,168145,mid,ishaan,agarwal
cust100901,arjun khan,priya.patel419@yahoo.com,4171139451,chennnai,117468,premium,arjun,khan
cust101699,vihaan sharma,ishaan.reddy254@gmail.com,5140378496,chennnai,299918,budget,vihaan,sharma
cust102770,anaya chopra,rohan.gupta387@gmail.com,4715965220,noida,110861,luxury,anaya,chopra
cust100549,rohan agarwal,vihaan.agarwal730@outlook.com,2435630342,ahemdabad,146001,budget,rohan,agarwal
cust103223,sneha reddy,,1256632498,ahemdabad,485524,premium,sneha,reddy
cust104749,anaya patel,,1533096188,bangalore,102696,luxury,anaya,patel
cust101513,vivaan patle,aditi.shah552@gmail.com,4290311946,jaypur,111843,budget,vivaan,patle
cust101415,diya gupta,sachin.chopra769@gmail.com,2053878800,mumbay,79848,luxury,diya,gupta
cust102952,rohan kulkrani,kabir.nair478@outlook.com,3102736002,surat,201650,mid,rohan,kulkrani
cust103091,anita khan,sneha.mehta41@example.com,2659908556,dehli,211242,luxury,anita,khan
cust100645,diya kapoor,anita.agarwal694@outlook.com,350956927,calcutta,229474,budget,diya,kapoor
cust102849,anita agarwal,ishaan.chopra473@gmail.com,8859173096,mumbay,140882,budget,anita,agarwal
cust104224,aditi patel,mira.khan903@outlook.com,3573968805,bangalore,74043,luxury,aditi,patel
cust103379,rohan iyer,anaya.kapoor844@example.com,9344267651,noida,103655,mid,rohan,iyer
cust103279,mira reddy,aditi.chopra206@yahoo.com,7828169573,hyderabad,57152,premium,mira,reddy
cust103596,anaya kulkarni,arjun.reddy849@example.com,996241685,chennai,208199,budget,anaya,kulkarni
cust103272,anita das,aarav.nair130@yahoo.com,2184130226,punna,119071,premium,anita,das
cust104617,ishaan nair,kabir.agarwal217@example.com,3562177819,hyderabad,40633,mid,ishaan,nair
cust102062,rohan sharma,,7068220838,new delhi,137011,mid,rohan,sharma
cust103610,ishaan patel,diya.patel399@example.com,1530002434,noida,90841,premium,ishaan,patel
cust100493,ishaan singh,sachin.mehta486@example.com,1163502381,noida,120871,budget,ishaan,singh
cust102974,vihaan mehta,aditi.gupta876@gmail.com,9528055781,jaipur,169755,mid,vihaan,mehta
cust103402,anita singh,sneha.patel39@example.com,8830249099,punna,195881,premium,anita,singh
cust104717,rahul reddy,rahul.kapoor545@outlook.com,9216472952,punna,414507,budget,rahul,reddy
cust100916,rahul agarwal,aditi.mehta313@gmail.com,446117504,hydrabad,77605,luxury,rahul,agarwal
cust100721,ishaan iyer,kabir.patel937@example.com,3409378549,kolkata,120910,budget,ishaan,iyer
cust100534,anaya agarwal,aarav.iyer142@outlook.com,6762716636,bangalore,180845,premium,anaya,agarwal
cust101710,ishaan mehta,priya.sharma128@outlook.com,7672065099,chennnai,198186,budget,ishaan,mehta
cust104898,arjun kulkarni,vihaan.reddy137@example.com,9682584444,noida,333524,mid,arjun,kulkarni
cust100113,mira patel,priya.sharma403@example.com,4359449749,mumbaai,228554,mid,mira,patel
cust100185,anita kapoor,rohan.nair487@example.com,1926812448,surrat,53515,luxury,anita,kapoor
cust104007,rahul shah,kabir.nair688@example.com,9805555291,ahemdabad,129004,budget,rahul,shah
cust100826,aditi patel,ishaan.singh40@outlook.com,3581481314,surat,272047,budget,aditi,patel
cust100978,priya nair,vihaan.kulkarni191@yahoo.com,2153293514,bangalore,308855,luxury,priya,nair
cust103297,rohan gupta,sneha.chopra277@example.com,4871385778,hydrabad,163548,budget,rohan,gupta
cust104510,rohan kapoor,rahul.gupta784@gmail.com,6303270112,calcutta,78132,luxury,rohan,kapoor
cust104451,mira singh,anaya.iyer870@outlook.com,9319417725,hyderbad,55046,mid,mira,singh
cust103564,anaya gupta,kabir.reddy714@yahoo.com,6326941090,mumbai,174610,luxury,anaya,gupta
cust100906,mira iyer,arjun.khan4@example.com,8617397455,chennnai,225581,mid,mira,iyer
cust101177,rohan singh,aditi.mehta152@outlook.com,5562967819,hydrabad,64424,mid,rohan,singh
cust101676,aidti sharma,arjun.reddy499@example.com,5739907411,surat,387618,premium,aidti,sharma
cust101894,vivaan nair,arjun.reddy874@gmail.com,3714656978,jaipur,77952,luxury,vivaan,nair
cust103202,diya sharma,,1402981303,surat,168014,budget,diya,sharma
cust102054,priya gupta,anita.reddy620@gmail.com,5892606893,dehli,147951,mid,priya,gupta
cust104553,mira das,anaya.iyer966@gmail.com,2975870028,mumbaai,155735,mid,mira,das
cust101488,kabir cohpra,vihaan.khan521@yahoo.com,6301119109,ahemdabad,135256,luxury,kabir,cohpra
cust103282,ishaan gupta,kabir.kapoor771@yahoo.com,8333323155,mumbai,249111,luxury,ishaan,gupta
cust104203,diya gupta,diya.kapoor90@example.com,7582961039,punna,119521,luxury,diya,gupta
cust102608,vihaan patel,sachin.das635@outlook.com,7962922056,chennnai,116884,mid,vihaan,patel
cust100788,aditi iyer,aditi.agarwal846@gmail.com,7477799301,ahemdabad,119195,luxury,aditi,iyer
cust104456,sneha chopra,priya.chopra94@yahoo.com,6777451975,mumbaai,32256,premium,sneha,chopra
cust102840,ishaan chopra,anaya.kulkarni155@yahoo.com,2079941115,pune,345468,budget,ishaan,chopra
cust100447,kabir patel,rahul.agarwal396@example.com,5649057606,hyderbad,211713,mid,kabir,patel
cust103720,vihana gupta,aarav.mehta894@gmail.com,3279157227,noida,70085,luxury,vihana,gupta
cust104925,mira chopra,kabir.reddy691@yahoo.com,2494738145,kalkata,110116,budget,mira,chopra
cust100192,priya kapoor,diya.kapoor840@outlook.com,446760437,mumbai,311590,mid,priya,kapoor
cust103213,priya iyer,anaya.agarwal350@outlook.com,4010287431,surat,116419,luxury,priya,iyer
cust102017,scahin gupta,aarav.gupta938@gmail.com,7310804822,calcutta,503906,mid,scahin,gupta
cust102192,mira mehta,aditi.patel588@example.com,5167613356,hyderbad,509532,premium,mira,mehta
cust100502,diya agarwal,anaya.kapoor12@example.com,9266297453,bangalore,216805,budget,diya,agarwal
cust104778,priya iyer,rahul.agarwal368@yahoo.com,6264708655,pune,261275,premium,priya,iyer
cust103807,vihaan kulkarni,priya.khan748@outlook.com,1174589831,gurgaon,296854,premium,vihaan,kulkarni
cust104591,sachin chopra,arjun.agarwal297@gmail.com,2657302292,gurgaon,261723,luxury,sachin,chopra
cust102226,anaya singh,rohan.mehta941@gmail.com,6020903730,gurugram,440982,budget,anaya,singh
cust103724,sneha reddy,rahul.nair938@outlook.com,1732637805,poona,136607,budget,sneha,reddy
cust103956,rahul kapoor,anita.reddy163@yahoo.com,7398225413,ahmedabad,49139,premium,rahul,kapoor
cust100406,anaya kapoor,sachin.mehta322@outlook.com,6858130994,chennnai,363085,luxury,anaya,kapoor
cust104076,sachin das,priya.sharma699@gmail.com,9550094096,new delhi,59087,premium,sachin,das
cust102625,ishaan gupta,rohan.patel357@yahoo.com,4958550891,chennnai,180932,premium,ishaan,gupta
cust104180,aditi patel,priya.gupta575@yahoo.com,7936519450,mumbai,225422,budget,aditi,patel
cust104060,vihaan gupta,mira.kulkarni915@gmail.com,7410920552,hydrabad,119465,budget,vihaan,gupta
cust100135,anita agarwal,anaya.iyer632@gmail.com,8703601164,kolkata,54206,budget,anita,agarwal
cust103050,vihaan khan,priya.sharma738@example.com,9329467960,surrat,160811,budget,vihaan,khan
cust103993,mira chopra,sachin.iyer819@gmail.com,9374737713,mumbay,319729,luxury,mira,chopra
cust101438,anaya singh,rohan.kulkarni329@example.com,1544703526,surrat,69660,mid,anaya,singh
cust102815,sachin shah,aditi.kulkarni50@example.com,6864816541,chennnai,129050,luxury,sachin,shah
cust100546,mira das,aarav.patel681@yahoo.com,9445815662,mumbay,146332,mid,mira,das
cust101435,aarav chopra,vivaan.iyer28@gmail.com,4189564660,dehli,462384,premium,aarav,chopra
cust101785,mira gupta,rahul.das557@gmail.com,8624328148,noida,494053,premium,mira,gupta
cust101798,aarav singh,sachin.shah989@gmail.com,1880756495,hyderbad,97055,luxury,aarav,singh
cust103657,diya mehta,anaya.patel405@example.com,5825841883,dehli,286481,mid,diya,mehta
cust101576,aarav iyer,arjun.singh167@example.com,6517218474,new delhi,196958,budget,aarav,iyer
cust100716,aarav chopra,diya.das904@gmail.com,1841412195,mumbai,122475,premium,aarav,chopra
cust102405,sachin singh,aarav.shah405@outlook.com,8651612605,ahemdabad,166786,budget,sachin,singh
cust100415,mira singh,aditi.nair138@example.com,5527829370,surrat,270858,premium,mira,singh
cust101494,anaya gupta,sneha.agarwal850@yahoo.com,6458136838,noida,162714,budget,anaya,gupta
cust100968,mira gupta,arjun.agarwal345@yahoo.com,3883911105,hydrabad,239466,budget,mira,gupta
cust101824,diya shah,vihaan.patel574@example.com,7193155397,delhi,103644,mid,diya,shah
cust103553,diya das,sneha.agarwal215@example.com,472751337,chennnai,262949,premium,diya,das
cust104815,priya mehta,diya.mehta312@outlook.com,6187264840,noida,157207,premium,priya,mehta
cust100926,aditi shah,anita.reddy284@yahoo.com,2605900531,hydrabad,90520,premium,aditi,shah
cust104808,aarav mehta,sachin.chopra42@yahoo.com,9693182065,punna,527039,luxury,aarav,mehta
cust104716,anaya reddy,anita.shah398@gmail.com,7943292737,delhi,277583,luxury,anaya,reddy
cust100761,priya kulkarni,mira.nair574@example.com,6531039515,chennai,237256,luxury,priya,kulkarni
cust102045,priya khan,ishaan.mehta589@example.com,2887913840,new delhi,175552,premium,priya,khan
cust104479,ishaan chopra,diya.iyer973@outlook.com,17557393,pune,93271,premium,ishaan,chopra
cust100563,kabir mehta,mira.kulkarni125@gmail.com,2727512010,hyderbad,69703,budget,kabir,mehta
cust101124,diya mehta,sneha.khan328@yahoo.com,6659773216,kalkata,94552,mid,diya,mehta
cust101316,vivaan iyer,kabir.iyer515@example.com,53347609,punna,81341,budget,vivaan,iyer
cust102598,anyaa nair,sneha.iyer499@outlook.com,5120085172,bengaluru,191337,budget,anyaa,nair
cust100410,vivaan das,kabir.iyer151@outlook.com,1571970827,gurugram,295412,luxury,vivaan,das
cust102114,sneha reddy,anita.gupta426@gmail.com,9461017631,calcutta,104027,mid,sneha,reddy
cust100623,vivaan kapoor,ishaan.iyer358@example.com,4561521713,bangalore,70898,premium,vivaan,kapoor
cust102279,mira iyer,kabir.kulkarni340@outlook.com,3203154152,new delhi,80944,budget,mira,iyer
cust102870,sneha singh,aarav.das250@outlook.com,1765987726,ahmedabad,75901,luxury,sneha,singh
cust103636,mira mehta,diya.agarwal470@example.com,3460527247,gurugram,199482,budget,mira,mehta
cust103070,rahul kapoor,priya.singh354@gmail.com,3961993483,gurugram,147255,mid,rahul,kapoor
cust104905,diya gupta,rahul.sharma631@outlook.com,2430966496,chennnai,102846,premium,diya,gupta
cust102020,anaya patel,kabir.kapoor784@outlook.com,9985479099,bengaluru,61236,mid,anaya,patel
cust103598,aarav iyer,sachin.kapoor190@yahoo.com,5397838273,mumbaai,221024,mid,aarav,iyer
cust103659,mira agarwal,rahul.sharma541@example.com,8824891732,ahmedabad,49395,premium,mira,agarwal
cust104356,rohan iyer,arjun.reddy865@yahoo.com,7210360117,mumbaai,55213,mid,rohan,iyer
cust104285,arjnu das,mira.nair967@example.com,2881419102,noida,103671,premium,arjnu,das
cust100384,diya khan,ishaan.chopra657@outlook.com,9976924038,mumbai,25604,mid,diya,khan
cust102399,anita nair,ishaan.khan694@yahoo.com,3240271184,poona,127208,mid,anita,nair
cust104567,sahcin kulkarni,,6620301271,bangalore,208318,budget,sahcin,kulkarni
cust102879,anita khan,ishaan.kulkarni107@yahoo.com,788514234,calcutta,131831,mid,anita,khan
cust101373,mira shah,rohan.gupta808@gmail.com,7144718347,noida,146463,mid,mira,shah
cust101473,sachin das,aditi.gupta968@gmail.com,2432174921,mumbaai,197519,premium,sachin,das
