broker_id,broker_name,experience_years,rating,experience_level,city_avg_rating,city_Ahmedabad,city_Bangalore,city_Bengaluru,city_Bengluru,city_Calcutta,city_Chennai,city_Chennnai,city_Dehli,city_Delhi,city_Gurgaon,city_Gurugram,city_Gurugrm,city_Hyderabad,city_Hyderbad,city_Hydrabad,city_Jaipur,city_Jaypur,city_Kalkata,city_Kolkata,city_Mumbaai,city_Mumbai,city_Mumbay,city_New Delhi,city_Nodia,city_Noida,city_Poona,city_Pune,city_Punna,city_Surat,city_Surrat,agency_Homenest,agency_Prophub,agency_Propsquare,agency_Skyline Realty,agency_Urbankeys
BRK50016,Vihaan Nair,7.0,3.9,Mid,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50017,Aditi Das,1.0,4.9,Beginner,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50018,Sachin Kulkarni,11.0,4.0,Senior,3.807142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50019,Priya Iyer,4.0,3.5,Junior,3.6260869565217395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50020,Diya Reddy,4.0,3.9,Junior,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50021,Vihaan Khan,7.0,4.2,Mid,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50022,Arjun Kulkarni,2.0,3.65,Beginner,3.65,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50023,Sachin Agarwal,2.0,3.0,Beginner,3.2125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50024,Aarav Singh,2.0,3.1,Beginner,3.5869565217391304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50025,Sachin Chopra,5.0,4.7,Junior,3.629166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50026,Ishaan Emhta,2.0,3.4842105263157896,Beginner,3.4842105263157896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
BRK50027,Priya Nair,3.0,3.4,Junior,3.65,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50028,Ishaan Iyer,10.0,3.4,Mid,3.5869565217391304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50029,Aditi Chopra,17.0,3.4,Senior,3.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50030,Anaya Iyer,2.0,3.2,Beginner,3.86,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50031,Rahul Singh,12.0,2.9,Senior,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50032,Anita Iyer,6.0,5.0,Mid,3.8041666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50033,Sneha Kapoor,5.0,2.7,Junior,3.2125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50034,Vivaan Shah,8.0,4.4,Mid,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
BRK50035,Mira Reddy,8.0,4.0,Mid,4.185714285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50036,Diya Kulkarni,6.0,2.8,Mid,3.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50037,Anita Reddy,7.0,2.8,Mid,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
BRK50038,Priya Kulkarni,6.0,4.8,Mid,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
BRK50039,Rohan Patel,3.0,3.5,Junior,3.522222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50040,Arjun Das,5.0,3.0,Junior,3.522222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50041,Arjun Sharma,4.0,2.9,Junior,3.6260869565217395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50042,Rohan Shah,6.0,2.8,Mid,3.4842105263157896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
BRK50043,Aschin Das,1.0,4.3,Beginner,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50044,Diya Shah,9.0,2.7,Mid,3.905882352941177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
BRK50045,Anita Iyer,14.0,4.3,Senior,3.78421052631579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
BRK50046,Rohan Khan,10.0,3.2,Mid,3.75,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50047,Rahul Das,5.0,3.0,Junior,3.738095238095238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50048,Ishaan Singh,11.0,3.9,Senior,3.4842105263157896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
BRK50049,Rohan Kapoor,6.0,4.4,Mid,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50050,Rahul Nair,3.0,4.2,Junior,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
BRK50051,Arjun Shah,5.0,2.7,Junior,3.5545454545454547,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50052,Aarav Singh,5.0,3.2,Junior,3.4058823529411764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
BRK50053,Vivaan Kaopor,5.0,2.9,Junior,3.9384615384615387,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50054,Sachin Kulkarni,6.0,3.2,Mid,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
BRK50055,Priya Sharma,9.0,3.6,Mid,3.8041666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50056,Aarav Mehta,3.0,2.8,Junior,3.4058823529411764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
BRK50057,Priya Agarwal,3.0,4.014285714285714,Junior,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50058,Diya Sharma,3.0,4.8,Junior,3.738095238095238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50059,Aarav Khan,1.0,3.3,Beginner,3.4842105263157896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
BRK50060,Rahul Sharma,2.0,5.0,Beginner,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
BRK50061,Sneha Agarwal,5.0,3.3,Junior,3.86,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50062,Sachin Mehta,4.0,3.1,Junior,3.6260869565217395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50063,Sachin Patel,13.0,4.8,Senior,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
BRK50064,Anita Nair,7.0,3.3,Mid,3.5545454545454547,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50065,Aarav Reddy,3.0,4.4,Junior,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50066,Sachin Chopra,8.0,4.2,Mid,3.629166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50067,Sneha Kapoor,5.0,3.8086956521739133,Junior,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
BRK50068,Aditi Nair,3.0,4.4,Junior,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50069,Arjun Chopra,3.0,3.8,Junior,3.2125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50070,Aditi Sharma,10.0,4.0,Mid,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
BRK50071,Rohan Iyer,2.0,2.8,Beginner,3.477777777777778,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50072,Vivaan Reddy,5.0,2.7,Junior,3.914285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
BRK50073,Priya Gupta,3.0,3.5,Junior,3.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50074,Aditi Khan,7.0,4.9,Mid,3.6899999999999995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50075,Mira Chopra,4.0,3.2,Junior,3.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50076,Ishaan Gupta,4.0,3.0,Junior,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50077,Aditi Singh,4.0,4.8,Junior,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50078,Rahul Kulkarni,4.0,2.5,Junior,3.78421052631579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
BRK50079,Anaya Gupta,1.0,4.0,Beginner,3.78421052631579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
BRK50080,Anaya Kulkarni,4.0,2.5,Junior,3.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50081,Sachin Singh,5.0,3.1,Junior,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
BRK50082,Ishaan Nair,12.0,4.6,Senior,3.4842105263157896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
BRK50083,Mira Reddy,3.0,3.0,Junior,3.905882352941177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
BRK50084,Aditi Khan,4.0,4.7,Junior,3.738095238095238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50085,Mira Agarwal,0.0,4.3,,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50086,Priya Kapoor,6.0,3.6,Mid,3.75,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50087,Vihaan Nair,3.0,2.7,Junior,3.9333333333333336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50088,Arjun Shah,5.0,2.7,Junior,3.8086956521739133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
BRK50089,Aditi Singh,2.0,3.5,Beginner,3.4058823529411764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
BRK50090,Aditi Nair,14.0,3.4,Senior,3.914285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
BRK50091,Anaya Kulkarni,13.0,3.7,Senior,3.5869565217391304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50092,Anaya Kaporo,3.0,3.4,Junior,3.8041666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50093,Aarav Das,5.0,3.0,Junior,3.86,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50094,Diya Chopra,4.0,2.5,Junior,3.6260869565217395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BRK50095,Sachin Gupta,4.0,3.4,Junior,3.522222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50096,Rahul Iyer,3.0,4.7,Junior,3.78421052631579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
BRK50097,Kabir Kapoor,5.0,3.2,Junior,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50098,Anita Khan,6.0,4.8,Mid,3.8041666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50099,Anita Agarwal,7.0,4.7,Mid,3.9384615384615387,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50100,Sachin Mehta,2.0,4.3,Beginner,3.807142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50101,Rahul Mehta,3.0,3.6,Junior,3.6899999999999995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50102,Anaya Shah,8.0,4.0,Mid,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50103,Ishaan Nair,3.0,3.545833333333333,Junior,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50104,Anitaa Garwal,8.0,3.2,Mid,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50105,Vihaan Agarwal,1.0,3.3,Beginner,3.6899999999999995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50106,Vivaan Sharma,6.0,3.1,Mid,4.185714285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50107,Arjun Iyer,4.0,3.0,Junior,4.014285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50108,Vivaan Chopra,2.0,2.8,Beginner,3.5545454545454547,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50109,Rohan Shah,5.0,3.1,Junior,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
BRK50110,Vivaan Singh,7.0,3.808333333333333,Mid,3.808333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BRK50111,Rahul Khan,10.0,4.3,Mid,3.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50112,Sachin Sharma,8.0,4.9,Mid,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50113,Diya Singh,2.0,2.6,Beginner,3.629166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50114,Diya Reddy,2.0,4.2,Beginner,3.831578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
BRK50115,Kabir Nair,4.0,3.3,Junior,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50116,Arjun Chopra,2.0,3.6,Beginner,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50117,Aditi Shah,2.0,5.0,Beginner,3.914285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
BRK50118,Vivaan Nair,3.0,3.6,Junior,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BRK50119,Sneha Gupta,9.0,4.8,Mid,3.6260869565217395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRK50120,Mira Nair,3.0,2.5,Junior,3.9761904761904763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50121,Priya Gupta,3.0,4.4,Junior,3.914285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
BRK50122,Aditi Nair,1.0,3.4,Beginner,3.6666666666666665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BRK50123,Anita Iyer,4.0,4.1,Junior,3.5869565217391304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50124,Rahul Sharma,11.0,3.4,Senior,3.5458333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BRK50125,Priya Agarwal,3.0,3.69,Junior,3.6899999999999995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRK50126,Arjun Chopra,4.0,3.2,Junior,3.78421052631579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
