customer_id,full_name,email,phone,city,annual_income,segment
CUST100048,Arjun Singh,mira.chopra454@yahoo.com,9071970379,Chennai,191309,Premium
CUST100049,Anaya Das,priya.reddy643@outlook.com,9107208580,Nodia,118805,Premium
CUST100050,Vihaan Iyer,kabir.nair561@gmail.com,1001168043,Delhi,512580,Mid
CUST100051,Kabir Das,aditi.singh878@yahoo.com,1978084194,Chennai,187659,Budget
CUST100052,rPiya Nair,,1608013546,Ahmedabad,172968,Premium
CUST100053,Diya Shah,diya.kulkarni277@yahoo.com,3328637959,Gurugrm,189387,Luxury
CUST100054,Rahlu Nair,mira.kapoor895@yahoo.com,5495594879,Nodia,150328,Budget
CUST100055,Arjun Gupta,sneha.khan5@gmail.com,7215501082,Jaypur,135173,Premium
CUST100056,Rahul Nair,anita.kulkarni159@example.com,9817900388,New Delhi,68804,Premium
CUST100057,Anaya Patel,sneha.nair439@outlook.com,5874624206,Punna,219910,Premium
CUST100058,Sachin Das,vivaan.mehta263@yahoo.com,8978170995,Chennai,153758,Budget
CUST100059,Vivaan Gupta,,6273048166,Surat,332985,Premium
CUST100060,Priya Agarwal,arjun.nair945@outlook.com,1259185981,Ahemdabad,130445,Mid
CUST100061,Ishaan Sahh,diya.das214@gmail.com,6668100731,Ahmedabad,51854,Budget
CUST100062,Rahul Gupta,anita.iyer823@gmail.com,7640212277,Punna,153313,Mid
CUST100063,Aarav Chopra,kabir.iyer285@gmail.com,8839932665,Mumbay,451225,Budget
CUST100064,Vivaan Agarwal,vihaan.sharma13@outlook.com,9462695537,Dehli,129307,Luxury
CUST100065,Rahul Mehta,diya.khan554@yahoo.com,7709125930,Calcutta,95424,Luxury
CUST100066,Aditi Shah,mira.nair948@yahoo.com,2796432010,Dehli,79526,Luxury
CUST100067,Priya Reddy,aarav.patel186@example.com,3806020027,Calcutta,86681,Premium
CUST100068,Kabir Chopra,rohan.gupta19@gmail.com,2328676280,Jaypur,135928,Premium
CUST100069,Arjun Agarwal,sneha.kapoor971@yahoo.com,7969566307,Kalkata,80179,Mid
CUST100070,Kabir Shah,anita.khan326@yahoo.com,0880200329,Kolkata,399746,Budget
CUST100071,Aarav Sharma,rahul.singh137@outlook.com,0717160386,Mumbay,137368,Budget
CUST100072,Anita Kapoor,mira.patel255@gmail.com,8123049997,Poona,173718,Luxury
CUST100073,Rahul Das,rahul.shah686@outlook.com,3020290443,Gurugram,385750,Budget
CUST100074,Rahul Khan,vihaan.patel841@yahoo.com,4369166579,Pune,401110,Luxury
CUST100075,Anaya Iyer,vivaan.reddy226@outlook.com,2773102753,Ahemdabad,143252,Mid
CUST100076,Priya Iyer,aditi.singh662@yahoo.com,7322966451,Surat,198627,Mid
CUST100077,Aarav Das,rahul.gupta551@gmail.com,6415158719,Mumbay,252967,Budget
CUST100078,Rahul Chopra,mira.singh971@outlook.com,6136597011,Gurgaon,144971,Mid
CUST100079,Anaya Mehta,anita.shah562@outlook.com,8402616215,Gurugrm,56005,Mid
CUST100080,Kabir Das,ishaan.mehta588@yahoo.com,6880698653,Gurugrm,241065,Mid
CUST100081,Mira Chopra,diya.patel958@gmail.com,8937951140,Chennai,278344,Premium
CUST100082,Vivaan Chopra,rahul.khan47@yahoo.com,5510772456,Mumbay,,Premium
CUST100083,Arjun Das,rahul.kapoor196@outlook.com,8468255987,Surrat,93515,Premium
CUST100084,Vivaan Agarwal,aditi.chopra149@gmail.com,8417970179,Gurgaon,144695,Mid
CUST100085,Diya Sharma,arjun.nair744@example.com,0994794002,Poona,,Luxury
CUST100086,Sachin Chopra,arjun.patel115@outlook.com,7857610859,Chennnai,135968,Luxury
CUST100087,Anita Reddy,vihaan.sharma506@example.com,0978961482,Kalkata,354382,Luxury
CUST100088,Diya Shah,aditi.nair29@example.com,7705924907,Bengaluru,407480,Budget
CUST100089,Aarav Sharma,sneha.agarwal410@gmail.com,7094429841,Chennnai,243203,Luxury
CUST100090,Anaya Shah,diya.iyer43@gmail.com,8996191335,Nodia,226216,Mid
CUST100091,Diya Singh,rahul.chopra64@outlook.com,5351065092,Jaypur,244257,Premium
CUST100092,Kabir Kulkarni,arjun.shah677@gmail.com,1443744948,Delhi,161564,Budget
CUST100093,Aarav Kapoor,mira.shah235@example.com,8810770633,Calcutta,155531,Budget
CUST100094,Aditi Chopra,anaya.mehta570@outlook.com,8395794873,Hydrabad,108642,Luxury
CUST100095,Rohan Shah,mira.nair760@outlook.com,9098886435,Chennai,157390,Mid
CUST100096,Diya Sharma,aarav.shah581@outlook.com,6941615019,Jaipur,631573,Budget
CUST100097,Rahul Mehta,rohan.kapoor63@example.com,6501432610,Dehli,274148,Mid
CUST100098,Mira Kulkarni,arjun.agarwal427@outlook.com,6228368851,Hyderabad,132552,Premium
CUST100099,Diya Shah,mira.khan981@outlook.com,7185771736,Calcutta,122620,Budget
CUST100100,Aarav Kulkarni,aarav.agarwal639@yahoo.com,1265256819,Surrat,96888,Premium
CUST100101,Isahan Nair,mira.patel372@gmail.com,6047113871,Chennai,203745,Luxury
CUST100102,Ishaan Gupta,sachin.sharma609@outlook.com,8016826008,Calcutta,205855,Mid
CUST100103,Anaya Shah,kabir.iyer318@example.com,4782206691,Hydrabad,68468,Premium
CUST100104,Anita Chopra,mira.iyer88@yahoo.com,,Jaipur,217902,Mid
CUST100105,Vihaan Iyer,mira.chopra867@gmail.com,2816202268,Mumbay,115649,Premium
CUST100106,Vihaan Chopra,priya.singh383@outlook.com,1912448751,Gurugrm,383093,Luxury
CUST100107,Scahin Shah,vivaan.sharma482@example.com,,Delhi,178815,Budget
CUST100108,Sachin Khan,sneha.gupta847@yahoo.com,2621394474,Jaypur,456178,Luxury
CUST100109,Kabir Agarwal,aditi.nair990@example.com,,Surrat,123639,Mid
CUST100110,Anita Shah,vihaan.das11@example.com,6556125254,Calcutta,136928,Budget
CUST100111,Rohan Mehta,arjun.mehta535@example.com,5104630083,Poona,194830,Mid
CUST100112,Kabir Kulkarni,arjun.nair at gmail.com,8309912093,Bengluru,306683,Premium
CUST100113,Mira Patel,priya.sharma403@example.com,4359449749,Mumbaai,228554,Mid
CUST100114,Priya Patel,ishaan.iyer142@outlook.com,3646665995,Chennnai,77644,Luxury
CUST100115,Mira Patel,diya.kapoor886@example.com,8922100768,Gurugram,181632,Luxury
CUST100116,Sneha Chopra,anaya.khan363@outlook.com,5751373977,Kalkata,164942,Mid
CUST100117,Diya Agarwal,,8291987488,Jaipur,125814,Mid
CUST100118,Rahul Gupta,,7020437854,Ahmedabad,110320,Mid
CUST100119,Diya Das,aditi.khan506@outlook.com,4872222893,Delhi,464421,Premium
CUST100120,Anaya Singh,aarav.mehta231@outlook.com,5748099443,Pune,128768,Mid
CUST100121,Ishaan Reddy,vihaan.khan193@example.com,9588169254,Gurgaon,97973,Mid
CUST100122,Ishaan Agarwal,diya.gupta588@gmail.com,7630280605,Hyderbad,,Luxury
CUST100123,Arjun Khan,ishaan.kapoor455@example.com,2081096732,Jaipur,176024,Luxury
CUST100124,Rahul Khan,diya.singh at gmail.com,9614324079,Chennai,155517,Mid
CUST100125,Rahul Sharma,ishaan.gupta389@outlook.com,7164467446,Poona,260090,Mid
CUST100126,Sachin Das,diya.singh742@gmail.com,,Delhi,218202,Budget
CUST100127,Arjun Khan,aditi.shah457@gmail.com,8698739899,Bengluru,202261,Premium
CUST100128,Sneha Shah,diya.reddy91@gmail.com,8869509597,New Delhi,,Luxury
CUST100129,Anaya Mehta,diya.mehta517@outlook.com,8487083078,Chennnai,192949,Luxury
CUST100130,Anaya Patel,vivaan.gupta639@outlook.com,,New Delhi,112403,Luxury
CUST100131,Vihaan Mehta,anita.singh714@yahoo.com,9579521428,Bangalore,130958,Premium
CUST100132,Rohan Chopra,ishaan.chopra41@example.com,2698406925,Delhi,119064,Mid
CUST100133,Mira Kulkarni,kabir.patel636@example.com,,Punna,184579,Luxury
CUST100134,Rohan Singh,ishaan.reddy149@outlook.com,1578591323,Delhi,85239,Luxury
CUST100135,Anita Agarwal,anaya.iyer632@gmail.com,8703601164,Kolkata,54206,Budget
CUST100136,Rohan Sharma,vivaan.patel912@gmail.com,9854078542,Punna,171595,Mid
CUST100137,Ishaan Singh,,2265183233,Nodia,72991,Luxury
CUST100138,Rohan Sharma,rahul.das256@outlook.com,0648742388,Mumbaai,50454,Mid
CUST100139,Rohan Patel,anaya.mehta752@outlook.com,6221989009,Mumbaai,203617,Mid
CUST100140,Aditi Patel,aarav.khan643@example.com,9952658663,Gurugrm,106231,Luxury
CUST100141,Anaya aDs,arjun.sharma22@gmail.com,4934254766,Ahmedabad,219186,Luxury
CUST100142,Rohan Nair,aditi.sharma233@outlook.com,9367965528,Bengluru,118360,Premium
CUST100143,Aditi Patel,vivaan.chopra at example.com,2813119469,New Delhi,83019,Budget
CUST100144,Rohan Sharma,aditi.chopra392@example.com,3482280363,Bengaluru,77180,Luxury
CUST100145,Sneha Reddy,kabir.das768@example.com,1400369425,Ahemdabad,119497,Budget
CUST100146,Kabir Kapoor,aditi.khan404@gmail.com,2491751498,Delhi,138133,Premium
CUST100147,Ishaan Kapoor,diya.kulkarni200@example.com,6616748977,Nodia,99302,Mid
CUST100148,aArav Kapoor,kabir.das715@outlook.com,9728950441,Gurgaon,137494,Budget
CUST100149,Kabir Shah,arjun.patel655@outlook.com,5349465892,New Delhi,64753,Budget
CUST100150,Sachin Patel,diya.das694@gmail.com,7466875838,Bengluru,164176,Budget
CUST100151,Mira Reddy,,8855538797,Ahmedabad,55482,Mid
CUST100152,Arjun Shah,ishaan.nair90@outlook.com,9358473822,Jaipur,144884,Luxury
CUST100153,Kabir Iyer,priya.agarwal848@example.com,8101023879,Chennnai,247305,Budget
CUST100154,Diya Singh,sneha.gupta214@outlook.com,4327098152,Surrat,313377,Budget
CUST100155,Vihaan Kulkarni,aditi.patel916@yahoo.com,9368631162,Chennai,455262,Luxury
CUST100156,Vivaan Reddy,ishaan.sharma318@outlook.com,,Ahmedabad,63974,Mid
CUST100157,Rohan Singh,aditi.sharma615@example.com,1636935867,Punna,,Luxury
CUST100158,Vivaan Reddy,aditi.agarwal887@yahoo.com,6014882759,Nodia,335632,Budget
CUST100159,Sneha Nair,sneha.singh889@yahoo.com,3602465102,Surat,293119,Budget
CUST100160,Sneha Sharma,priya.singh8@yahoo.com,,Chennnai,93191,Budget
CUST100161,Ishaan Kapoor,vihaan.sharma280@gmail.com,2671762512,Surrat,208372,Luxury
CUST100162,Rohan Khan,aarav.agarwal707@gmail.com,7966404401,Hyderbad,496845,Luxury
CUST100163,Priy aIyer,ishaan.kulkarni13@yahoo.com,3090577550,Gurugram,66279,Mid
CUST100164,Kabir Khan,sachin.shah407@outlook.com,8308123949,Ahmedabad,216599,Premium
CUST100165,Priya Singh,vihaan.agarwal612@outlook.com,1063853286,Kalkata,317227,Budget
CUST100166,Rohan Shah,kabir.patel428@yahoo.com,2280172674,Bengaluru,107156,Premium
CUST100167,Aditi Shah,sneha.das334@yahoo.com,0456510911,Hyderabad,230910,Mid
CUST100168,Vivaan Kapoor,kabir.kapoor463@gmail.com,1631011782,Bangalore,85602,Mid
CUST100169,Diya Singh,arjun.patel93@example.com,1016400720,Mumbaai,99975,Mid
CUST100170,Arjun Sharma,vivaan.patel378@gmail.com,8353309109,Bangalore,,Premium
CUST100171,Aditi Patel,anita.shah861@yahoo.com,3880870360,Bangalore,,Mid
CUST100172,Diya Reddy,,9367866033,Ahmedabad,,Budget
CUST100173,Arjun Chopra,aarav.sharma549@outlook.com,8014577392,Ahemdabad,288505,Luxury
CUST100174,Anita Gupta,anita.das297@yahoo.com,9833796514,Punna,92580,Mid
CUST100175,Diya Sharma,sneha.agarwal496@outlook.com,9066485645,Ahmedabad,150427,Premium
CUST100176,Mira Agarwal,mira.khan158@gmail.com,7051006807,Hydrabad,289713,Budget
CUST100177,Diya Mehta,ishaan.singh630@yahoo.com,7350408568,Hydrabad,227855,Premium
CUST100178,Aarav Kulkarni,aarav.patel816@yahoo.com,4567667065,Jaipur,73513,Premium
CUST100179,Adtii Patel,anita.mehta200@gmail.com,3598800063,Jaypur,242589,Luxury
CUST100180,Rahul Patel,sachin.reddy740@yahoo.com,0444659426,Bengaluru,122143,Premium
CUST100181,aSchin Shah,sachin.shah674@yahoo.com,9853486101,Chennnai,205096,Luxury
CUST100182,Aditi Das,diya.singh990@yahoo.com,7188792934,Surat,,Luxury
CUST100183,Sachin Chopra,rahul.nair411@yahoo.com,1434944950,Kalkata,338267,Mid
CUST100184,Vivaan Reddy,,7571507688,Dehli,174545,Premium
CUST100185,Anita Kapoor,rohan.nair487@example.com,1926812448,Surrat,53515,Luxury
CUST100186,Rohan Iyer,rohan.patel391@example.com,1023713916,Kalkata,71545,Luxury
CUST100187,Kabir Iyer,sneha.mehta131@example.com,5601824382,Pune,252380,Premium
CUST100188,Sachin Das,aarav.patel727@yahoo.com,0690524514,Gurugram,139387,Premium
CUST100189,Vivaan Das,ishaan.iyer779@example.com,0224368746,Mumbai,322155,Premium
CUST100190,Sneha Chopar,,5512901153,Calcutta,191772,Luxury
CUST100191,Kabir Patel,aarav.patel279@example.com,7737948459,Surat,103835,Budget
CUST100192,Priya Kapoor,diya.kapoor840@outlook.com,0446760437,Mumbai,311590,Mid
CUST100193,Sneha Nair,diya.sharma50@example.com,9734439409,Ahmedabad,100264,Mid
CUST100194,Aarav Das,diya.khan29@example.com,4694140322,Gurugrm,,Budget
CUST100195,Rohan Reddy,sneha.khan272@example.com,6885228118,Nodia,561450,Premium
CUST100196,Kabir Reddy,priya.das744@example.com,2996973219,Gurgaon,51717,Premium
CUST100197,Sneha Das,vivaan.iyer942@example.com,5662108517,Chennai,238434,Luxury
CUST100198,Anaya Mehta,anita.iyer658@yahoo.com,9720059014,Jaypur,285875,Luxury
CUST100199,Sneha Patel,sachin.shah552@outlook.com,5464308964,Hydrabad,177769,Premium
CUST100200,Aarav Kapoor,rahul.sharma865@outlook.com,1193682857,Jaypur,59276,Luxury
CUST100201,Sachin Kapoor,aditi.khan347@outlook.com,9370336988,Kolkata,299242,Budget
CUST100202,Kabir Patel,sneha.das at gmail.com,8318632013,Surat,68533,Budget
CUST100203,Diya Agarwal,aditi.kapoor975@yahoo.com,8457907385,Ahemdabad,72680,Budget
CUST100204,Rahul Gupta,vihaan.gupta383@example.com,8182683928,New Delhi,131006,Mid
CUST100205,Rohan Mehta,vivaan.shah149@example.com,6562855545,Chennai,261216,Mid
CUST100206,Rahul Iyer,rohan.gupta855@gmail.com,7068815686,Poona,194866,Premium
CUST100207,nAita Singh,mira.mehta305@outlook.com,6365792393,Noida,264729,Mid
CUST100208,Anita Reddy,diya.mehta702@outlook.com,4471952632,Mumbai,124718,Mid
CUST100209,Sneha Agarwal,sachin.patel24@outlook.com,8524972767,Mumbaai,146780,Mid
CUST100210,Rahul Singh,anita.singh353@example.com,6179817006,Nodia,82266,Luxury
CUST100211,Priya Sharma,vivaan.chopra814@gmail.com,2159803412,Surrat,134576,Budget
CUST100212,Priya Kulkarni,vihaan.agarwal684@outlook.com,9107575725,Ahemdabad,232321,Budget
CUST100213,Kabir Agarwla,rohan.kapoor155@outlook.com,3710221284,Punna,135958,Premium
CUST100214,Sneha Kapoor,aarav.chopra427@example.com,9558429410,Calcutta,216485,Luxury
CUST100215,Arjun Singh,rohan.mehta613@gmail.com,1137933035,Hydrabad,115386,Premium
CUST100216,Vivaan Khan,mira.gupta586@example.com,5075412594,Poona,114070,Luxury
CUST100217,Rhoan Kulkarni,arjun.chopra414@outlook.com,7211104047,New Delhi,166625,Mid
CUST100218,Vihaan Kulkarni,,9771276715,Mumbay,144795,Premium
CUST100219,Diya Iyer,ishaan.das449@gmail.com,4917615578,Surrat,232218,Mid
CUST100220,Mira Shah,mira.patel355@gmail.com,1891700974,Hyderabad,181131,Mid
CUST100221,Rahul Chopra,kabir.kulkarni569@example.com,6425982681,Mumbaai,462410,Luxury
CUST100222,Aarav Chopra,,0575077211,Bangalore,142672,Premium
CUST100223,Arjun Mehta,rohan.singh919@outlook.com,2361534677,Kalkata,142009,Premium
CUST100224,Kabir Agarwal,aarav.agarwal888@gmail.com,0949391172,Kalkata,87197,Mid
CUST100225,Mira Das,priya.singh506@gmail.com,4548368180,Jaipur,164994,Luxury
CUST100226,Diya Reddy,,5486129603,Delhi,245168,Premium
CUST100227,Anita Sharma,vihaan.reddy309@yahoo.com,6871645822,Chennai,104383,Premium
CUST100228,Diya Gupta,anaya.shah143@outlook.com,1813909280,Ahmedabad,157976,Premium
CUST100229,Priya Kapoor,anaya.sharma31@yahoo.com,8708409920,Punna,250480,Mid
CUST100230,Rohan Singh,anita.singh340@outlook.com,6570261953,Ahmedabad,150822,Luxury
CUST100231,Sneha Das,rohan.shah567@outlook.com,7389106177,Gurugrm,119195,Premium
CUST100232,Arjun Patel,,7392314346,Hyderbad,291809,Luxury
CUST100233,Ishaan Patel,arjun.shah39@yahoo.com,5501367919,Chennai,172510,Budget
CUST100234,Anita Shah,kabir.patel804@outlook.com,0689611364,Chennai,206476,Mid
CUST100235,Priya Chopra,ishaan.reddy59@yahoo.com,1327017104,Ahmedabad,328679,Budget
CUST100236,Diya Shah,rohan.reddy798@outlook.com,1849819392,Ahemdabad,323576,Budget
CUST100237,Vivaan Gupta,kabir.gupta282@outlook.com,1921879927,Jaipur,132148,Mid
CUST100238,Vivaan Khan,mira.khan237@outlook.com,2452583345,Hydrabad,118746,Luxury
CUST100239,Rohan Chopra,arjun.iyer5@outlook.com,1067634338,Mumbai,193027,Luxury
CUST100240,Aarav Agarwal,kabir.agarwal726@gmail.com,0072293721,Chennnai,150291,Mid
CUST100241,Arjun Singh,rahul.shah6@example.com,7364624249,Bengaluru,52056,Mid
CUST100242,Kabir Singh,anaya.mehta289@gmail.com,3601841600,Pune,349835,Premium
CUST100243,Vihaan Das,aarav.gupta90@yahoo.com,0558174918,Jaypur,164657,Luxury
CUST100244,Rahul Gupta,kabir.gupta104@yahoo.com,4519756741,Noida,253173,Budget
CUST100245,Kabir Patel,vivaan.nair848@yahoo.com,0938330106,Noida,80519,Mid
CUST100246,Aditi Singh,rahul.iyer440@gmail.com,9704388808,Chennai,352541,Luxury
CUST100247,Sachin Singh,sneha.singh955@gmail.com,7015834960,Noida,114353,Premium
CUST100248,Aarav Gputa,arjun.shah190@gmail.com,4692280187,Jaipur,152573,Budget
CUST100249,Anita Sharma,anaya.iyer428@outlook.com,4623754840,Bengluru,70203,Luxury
CUST100250,Sachin Das,arjun.sharma689@yahoo.com,9401462193,Mumbai,147242,Luxury
CUST100251,Anaya Iyer,,7932534842,Dehli,141792,Budget
CUST100252,Anaya Kulkarni,anaya.sharma393@gmail.com,6818649058,Chennnai,145624,Luxury
CUST100253,Sachin Patel,sneha.singh638@example.com,3860787958,New Delhi,,Premium
CUST100254,Vihaan Sharma,arjun.reddy455@gmail.com,2619277823,Bengaluru,168756,Mid
CUST100255,Aditi Nair,aditi.khan113@outlook.com,2831890091,Gurgaon,292281,Budget
CUST100256,Sneha Gupta,diya.reddy996@yahoo.com,2948728690,Ahemdabad,122897,Luxury
CUST100257,Mira Agarwal,vivaan.nair777@yahoo.com,1168100819,Gurugram,,Mid
CUST100258,Anaya Patel,priya.shah905@gmail.com,8480889958,Surat,160900,Mid
CUST100259,Kabir Singh,sachin.iyer853@yahoo.com,3209292225,Bengluru,237286,Premium
CUST100260,Aarav Sharma,vivaan.shah372@gmail.com,6863984271,Surat,343446,Mid
CUST100261,Sachin Kapoor,rohan.gupta164@outlook.com,0858937714,Noida,265230,Premium
CUST100262,Aditi Das,sneha.kapoor352@example.com,7987532017,Surrat,56429,Budget
CUST100263,Aditi Sharma,rahul.kapoor957@outlook.com,8235865772,Punna,204073,Luxury
CUST100264,Sneha Sahrma,priya.singh742@gmail.com,1691768347,Kolkata,390906,Budget
CUST100265,Mira Patel,priya.agarwal444@gmail.com,8584854132,Delhi,168982,Premium
CUST100266,Mira Mehta,aarav.patel482@example.com,1335677559,Pune,119417,Premium
CUST100267,Anita Sharma,,4990932006,Poona,195927,Premium
CUST100268,Mira Khan,ishaan.gupta686@gmail.com,3147961273,Dehli,120337,Luxury
CUST100269,Kabir Sharma,mira.patel609@gmail.com,3538254714,Jaipur,238821,Budget
CUST100270,Vivaan Iyer,sneha.reddy356@yahoo.com,7887936301,Kalkata,161491,Mid
CUST100271,Kabir Kapoor,anita.mehta329@yahoo.com,4070325241,Chennnai,375420,Budget
CUST100272,Kabir Iyer,vivaan.kulkarni884@example.com,6826708382,Pune,219630,Premium
CUST100273,Rohan Chopra,aditi.singh130@outlook.com,2622366905,Chennnai,105416,Mid
CUST100274,Anaya Nair,vihaan.gupta873@yahoo.com,4152685959,Jaypur,233930,Mid
CUST100275,Ishaan Mehta,mira.kapoor791@yahoo.com,3665194511,Bengaluru,285389,Premium
CUST100276,Mira Mehta,anita.agarwal at gmail.com,2368271017,Gurugrm,115720,Mid
CUST100277,Diya Mehta,anita.sharma959@yahoo.com,6385215432,Kolkata,126061,Luxury
CUST100278,Kabir Sharma,sachin.sharma464@yahoo.com,9812822894,Gurugram,40818,Luxury
CUST100279,iDya Singh,diya.das349@gmail.com,4339008656,Gurugram,279860,Luxury
CUST100280,Ishaan Singh,rahul.kapoor672@outlook.com,0307644181,Punna,114388,Mid
CUST100281,Priya Agarwal,kabir.patel771@yahoo.com,7463046298,Hyderabad,45551,Mid
CUST100282,Vivaan Mehta,vihaan.das876@outlook.com,9827664217,Nodia,56316,Mid
CUST100283,Kabir Gupta,mira.mehta947@example.com,3957344993,Chennnai,142376,Budget
CUST100284,Sachin Sharma,rohan.patel764@yahoo.com,2364763256,Nodia,256888,Mid
CUST100285,Arjun Kulkarni,rohan.nair643@example.com,9486059709,Jaipur,154286,Premium
CUST100286,Priya Das,priya.nair127@gmail.com,6856578052,New Delhi,216007,Mid
CUST100287,Aarav Patel,diya.das369@yahoo.com,2522274386,Kolkata,84044,Luxury
CUST100288,Rahul Singh,kabir.singh961@outlook.com,7906927079,Chennai,72779,Premium
CUST100289,Anaya Shah,kabir.reddy363@example.com,3561606024,Nodia,276906,Budget
CUST100290,Kabir Singh,rahul.das113@gmail.com,3142044431,Chennnai,218663,Premium
CUST100291,Sneha Kulkarni,anita.reddy995@outlook.com,5399084927,Surrat,159803,Mid
CUST100292,Vivaan Sharma,diya.nair803@gmail.com,4260259879,Surrat,351251,Luxury
CUST100293,Kabir Khan,sneha.chopra200@outlook.com,5556599303,Surrat,91976,Budget
CUST100294,Sachin Iyer,rahul.shah484@outlook.com,9369358121,Hydrabad,126480,Luxury
CUST100295,Anita Sharma,diya.iyer628@gmail.com,8086281440,Bengluru,301288,Budget
CUST100296,Aditi Chopra,anaya.mehta191@yahoo.com,5221597393,Jaipur,490253,Luxury
CUST100297,Arjun Sharma,arjun.khan806@example.com,5933826023,Chennnai,163580,Premium
CUST100298,Sachin Patel,anita.das830@gmail.com,8055598198,Surrat,445838,Budget
CUST100299,Vihaan Kapoor,,9835986889,Gurugrm,113379,Premium
CUST100300,Vivaan Mehta,aarav.singh267@yahoo.com,4267510253,Kolkata,198362,Budget
CUST100301,Rahul Kapoor,rahul.shah538@outlook.com,2956508600,Mumbay,146636,Premium
CUST100302,Vihaan Kapoor,ishaan.reddy450@gmail.com,7842199311,New Delhi,62759,Premium
